From	To
220001	VWCE_HUMAN
29842	TF2L1_HUMAN
64852	F5H0R1_HUMAN
64852	STPAP_HUMAN
3948	LDHC_HUMAN
7762	ZN215_HUMAN
114879	A8KAD5_HUMAN
114879	OSBL5_HUMAN
4005	RBTN2_HUMAN
3047	D9YZU8_HUMAN
3047	HBG1_HUMAN
56672	AKIP1_HUMAN
56672	B4DGE2_HUMAN
6786	G0XQ39_HUMAN
6786	STIM1_HUMAN
2348	FOLR1_HUMAN
54843	SYTL2_HUMAN
84649	DGAT2_HUMAN
8726	E9PJK2_HUMAN
8726	EED_HUMAN
2071	ERCC3_HUMAN
2071	G3V1S1_HUMAN
65117	RSRC2_HUMAN
8914	TIM_HUMAN
10330	CNPY2_HUMAN
79676	OGFD2_HUMAN
56938	BMAL2_HUMAN
91419	ATP23_HUMAN
27289	RND1_HUMAN
80775	TM177_HUMAN
5787	PTPRB_HUMAN
5787	Q86VA4_HUMAN
53353	LRP1B_HUMAN
3888	KRT82_HUMAN
3945	LDHB_HUMAN
3945	Q5U077_HUMAN
80298	MTER3_HUMAN
1108	B3KY63_HUMAN
1108	CHD4_HUMAN
1108	F5GWX5_HUMAN
1108	Q05CG6_HUMAN
4055	TNR3_HUMAN
51019	CCD53_HUMAN
51019	F5GZ97_HUMAN
81029	WNT5B_HUMAN
8315	BRAP_HUMAN
8315	Q59H81_HUMAN
4673	F8W543_HUMAN
4673	NP1L1_HUMAN
5074	PAWR_HUMAN
4801	NFYB_HUMAN
56475	RPRM_HUMAN
9746	CSTN3_HUMAN
23014	FBX21_HUMAN
23014	Q4G104_HUMAN
23014	Q8IUQ5_HUMAN
80183	B7Z6E4_HUMAN
80183	B7ZBN5_HUMAN
80183	K226L_HUMAN
219402	IF3M_HUMAN
10443	B4DPY1_HUMAN
10443	N42L2_HUMAN
10443	Q9Y3H6_HUMAN
57511	COG6_HUMAN
4081	B2R805_HUMAN
4081	F1T0A2_HUMAN
4081	MB211_HUMAN
84661	B4DIS3_HUMAN
84661	DPY30_HUMAN
688	A2TJX0_HUMAN
688	KLF5_HUMAN
688	Q5T6X2_HUMAN
9540	B4DMQ7_HUMAN
9540	QORX_HUMAN
51241	B8XYC5_HUMAN
51241	COX16_HUMAN
58533	SNX6_HUMAN
25831	HECD1_HUMAN
79178	G3V5Q5_HUMAN
79178	THTPA_HUMAN
84962	AJUBA_HUMAN
55644	OSGEP_HUMAN
390436	OR4KH_HUMAN
2100	ESR2_HUMAN
2100	F1D8N3_HUMAN
2100	G3V5M5_HUMAN
2100	Q0PTK2_HUMAN
2100	Q7LCB3_HUMAN
23002	DAAM1_HUMAN
652	BMP4_HUMAN
652	Q53XC5_HUMAN
60491	GTPC1_HUMAN
10001	MED6_HUMAN
57862	Q53FM1_HUMAN
57862	ZN410_HUMAN
55668	GPT2L_HUMAN
5875	D3DS70_HUMAN
5875	PGTA_HUMAN
79882	G3V256_HUMAN
79882	G3V411_HUMAN
79882	ZC3HE_HUMAN
53905	DUOX1_HUMAN
84465	MEG11_HUMAN
92483	LDH6B_HUMAN
9399	H3BST3_HUMAN
9399	Q53HB6_HUMAN
9399	STML1_HUMAN
10058	ABCB6_HUMAN
64843	ISL2_HUMAN
55505	NOP10_HUMAN
23205	ACBG1_HUMAN
23205	B3KNS7_HUMAN
23205	B7Z2Y6_HUMAN
7301	TYRO3_HUMAN
440275	E2AK4_HUMAN
57496	MKL2_HUMAN
3801	F5H4I9_HUMAN
3801	KIFC3_HUMAN
54738	FEV_HUMAN
26156	RL1D1_HUMAN
123872	DAAF1_HUMAN
3835	B7Z9T5_HUMAN
3835	KIF22_HUMAN
9114	VA0D1_HUMAN
8717	B3KQZ9_HUMAN
8717	TRADD_HUMAN
65990	F173A_HUMAN
65990	J3KMW5_HUMAN
51764	GBG13_HUMAN
51573	GDE1_HUMAN
55911	APOBR_HUMAN
527	VATL_HUMAN
4489	MT1A_HUMAN
9709	A4UAE9_HUMAN
9709	HERP1_HUMAN
9709	Q53FP9_HUMAN
64755	CP058_HUMAN
29855	UBN1_HUMAN
197257	LDHD_HUMAN
57149	LYRM1_HUMAN
29115	S30BP_HUMAN
64978	RM38_HUMAN
55808	SIA7A_HUMAN
140735	DYL2_HUMAN
56155	TEX14_HUMAN
146722	B4DQD2_HUMAN
146722	CLM1_HUMAN
146722	J3KS52_HUMAN
55135	WAP53_HUMAN
25926	NOL11_HUMAN
117246	SPB1_HUMAN
9706	ULK2_HUMAN
1352	COX10_HUMAN
56985	ADPRM_HUMAN
56985	V9GYR6_HUMAN
56985	W0NWJ0_HUMAN
92579	G6PC3_HUMAN
9343	B3KX19_HUMAN
9343	U5S1_HUMAN
3675	ITA3_HUMAN
22834	A8K9F2_HUMAN
22834	D6RF85_HUMAN
22834	ZN652_HUMAN
6362	CCL18_HUMAN
3217	HXB7_HUMAN
4974	OMGP_HUMAN
80222	SYTM_HUMAN
80222	U3KQG0_HUMAN
2319	FLOT2_HUMAN
2319	J3QLD9_HUMAN
2319	Q6FG43_HUMAN
2319	Q9BTI6_HUMAN
1856	DVL2_HUMAN
284013	VMO1_HUMAN
246	LOX15_HUMAN
284058	KANL1_HUMAN
55175	KLH11_HUMAN
8689	KRT36_HUMAN
57332	CBX8_HUMAN
3859	K1C12_HUMAN
29928	TIM22_HUMAN
136	AA2BR_HUMAN
4995	OR3A2_HUMAN
4691	B3KM80_HUMAN
4691	NUCL_HUMAN
8731	MCES_HUMAN
4092	B3KYA8_HUMAN
4092	SMAD7_HUMAN
147372	CCBE1_HUMAN
28316	CAD20_HUMAN
7776	J9JID5_HUMAN
7776	ZN236_HUMAN
6317	SPB3_HUMAN
2358	FPR2_HUMAN
84826	SFT2C_HUMAN
65982	ZSC18_HUMAN
55659	ZN416_HUMAN
5971	D6R992_HUMAN
5971	RELB_HUMAN
23152	CIC_HUMAN
50509	CO5A3_HUMAN
1553	CP2AD_HUMAN
8907	AP1M1_HUMAN
8907	B3KNH5_HUMAN
8907	Q59EK3_HUMAN
6370	CCL25_HUMAN
10199	MPP10_HUMAN
54862	C2D1A_HUMAN
163050	ZN564_HUMAN
84258	SYT3_HUMAN
7376	F1D8P7_HUMAN
7376	NR1H2_HUMAN
2217	FCGRN_HUMAN
57479	PRR12_HUMAN
7288	TULP2_HUMAN
8775	SNAA_HUMAN
6510	AAAT_HUMAN
6510	Q59ES3_HUMAN
1796	B3KP83_HUMAN
1796	DOK1_HUMAN
55183	RIF1_HUMAN
56006	SMG9_HUMAN
1455	KC1G2_HUMAN
84839	RAX2_HUMAN
10025	MED16_HUMAN
57655	GRM1A_HUMAN
57655	J3KR86_HUMAN
57655	M0QZ12_HUMAN
51291	B4DLZ1_HUMAN
51291	B7ZLZ0_HUMAN
51291	E7ERB7_HUMAN
51291	GMIP_HUMAN
1155	Q6FGY5_HUMAN
1155	TBCB_HUMAN
5438	RPB9_HUMAN
114823	E7EQP8_HUMAN
114823	F8W9Q9_HUMAN
114823	LENG8_HUMAN
80264	A8K360_HUMAN
80264	Q2NKJ9_HUMAN
80264	ZN430_HUMAN
10975	QCR10_HUMAN
83483	PLVAP_HUMAN
5671	PSG3_HUMAN
151056	B2RWP8_HUMAN
151056	PLB1_HUMAN
55854	ZC3HF_HUMAN
2019	HME1_HUMAN
151258	S38AB_HUMAN
3676	ITA4_HUMAN
14	AAMP_HUMAN
14	C9JEH3_HUMAN
27178	IL37_HUMAN
79828	A8K7U3_HUMAN
79828	B3KW44_HUMAN
79828	B4DLT0_HUMAN
10170	DHRS9_HUMAN
79833	GEMI6_HUMAN
5212	VITRN_HUMAN
10438	C1D_HUMAN
22887	FOXJ3_HUMAN
8808	ILRL2_HUMAN
84693	MCEE_HUMAN
165545	DQX1_HUMAN
83444	IN80B_HUMAN
518	AT5G3_HUMAN
7844	RN103_HUMAN
3176	B4DWC1_HUMAN
3176	HNMT_HUMAN
113457	Q1ZYQ1_HUMAN
113457	TBA3C_HUMAN
2191	B4DLR2_HUMAN
2191	SEPR_HUMAN
51315	KRCC1_HUMAN
55997	CFC1_HUMAN
52	PPAC_HUMAN
52	Q59EH3_HUMAN
22950	NADAP_HUMAN
51130	ASB3_HUMAN
10716	TBR1_HUMAN
57404	CP20A_HUMAN
130106	CIB4_HUMAN
3336	CH10_HUMAN
5966	Q17RU2_HUMAN
5966	REL_HUMAN
5753	PTK6_HUMAN
149699	GTSFL_HUMAN
254773	LYG2_HUMAN
958	TNR5_HUMAN
6780	B3KRE0_HUMAN
6780	Q6PJX3_HUMAN
6780	STAU1_HUMAN
6513	GTR1_HUMAN
6513	Q59GX2_HUMAN
113278	K0A6P4_HUMAN
113278	S52A3_HUMAN
7053	TGM3_HUMAN
55317	AP5S1_HUMAN
1114	SCG1_HUMAN
92086	D3DW46_HUMAN
92086	GGTL1_HUMAN
359710	BPIB3_HUMAN
2686	A0PJJ9_HUMAN
2686	GGT7_HUMAN
1525	CXAR_HUMAN
56911	B0EVZ6_HUMAN
56911	B0EVZ7_HUMAN
56911	B0EVZ8_HUMAN
56911	B4DFW0_HUMAN
56911	M3KCL_HUMAN
8208	CAF1B_HUMAN
51011	FAH2A_HUMAN
5116	PCNT_HUMAN
7032	TFF2_HUMAN
27440	CECR5_HUMAN
8318	CDC45_HUMAN
8216	LZTR1_HUMAN
9647	PPM1F_HUMAN
4320	B3KQS8_HUMAN
4320	MMP11_HUMAN
79635	CC121_HUMAN
6527	SC5A4_HUMAN
51386	B0QY90_HUMAN
51386	EIF3L_HUMAN
10478	B4DP73_HUMAN
10478	B4DU97_HUMAN
10478	F5GYD1_HUMAN
10478	PM34_HUMAN
51002	TPRKB_HUMAN
51512	GTSE1_HUMAN
57110	Q86WS9_HUMAN
57110	X6R3D1_HUMAN
5361	PLXA1_HUMAN
170506	DHX36_HUMAN
26577	PCOC2_HUMAN
1814	A1A4V4_HUMAN
1814	A8K8E4_HUMAN
1814	DRD3_HUMAN
1814	E9PCM4_HUMAN
1814	X5D2G4_HUMAN
92370	ACPL2_HUMAN
92370	B7Z3R9_HUMAN
92370	B7Z4T2_HUMAN
92370	Q9NT50_HUMAN
92370	W0TR04_HUMAN
64284	Q6PJZ0_HUMAN
64284	RAB17_HUMAN
9076	A5JSJ9_HUMAN
9076	CLD1_HUMAN
23609	MKRN2_HUMAN
9797	TATD2_HUMAN
151835	CPNE9_HUMAN
604	B5B0A5_HUMAN
604	BCL6_HUMAN
95	ACY1_HUMAN
95	V9HWA0_HUMAN
83597	RTP3_HUMAN
10180	A8K6Q4_HUMAN
10180	E9PGM9_HUMAN
10180	RBM6_HUMAN
5364	PLXB1_HUMAN
6988	TCTA_HUMAN
79669	TTMP_HUMAN
9175	M3K13_HUMAN
56922	E9PHF7_HUMAN
56922	MCCA_HUMAN
51146	A4GCT_HUMAN
151887	CCD80_HUMAN
23016	B2RDZ9_HUMAN
23016	EXOS7_HUMAN
399	Q6ICP4_HUMAN
399	RHOH_HUMAN
4887	NPY2R_HUMAN
54959	ODAM_HUMAN
8532	CBPZ_HUMAN
6286	S100P_HUMAN
54433	GAR1_HUMAN
7323	D6RAH7_HUMAN
7323	UB2D3_HUMAN
3241	HPCL1_HUMAN
3241	O75544_HUMAN
3241	Q6FGY1_HUMAN
890	CCNA2_HUMAN
11199	ANX10_HUMAN
81608	FIP1_HUMAN
3184	HNRPD_HUMAN
132720	CD032_HUMAN
56034	PDGFC_HUMAN
7366	B7ZW53_HUMAN
7366	UDB15_HUMAN
404734	ANKH1_HUMAN
56130	PCDB6_HUMAN
6606	SMN_HUMAN
4245	MGAT1_HUMAN
79072	FAKD3_HUMAN
1161	B3KPW7_HUMAN
1161	B4DGZ9_HUMAN
1161	ERCC8_HUMAN
27292	DIM1_HUMAN
6295	ARRS_HUMAN
84851	L0CQ38_HUMAN
84851	TRI52_HUMAN
6586	SLIT3_HUMAN
900	CCNG1_HUMAN
1495	B4DKT9_HUMAN
1495	B4DU00_HUMAN
1495	CTNA1_HUMAN
1495	F8W845_HUMAN
1495	G3XAM7_HUMAN
153218	ISK13_HUMAN
6569	NPT2A_HUMAN
6569	Q7Z725_HUMAN
6569	Q86VN6_HUMAN
53918	PELO_HUMAN
9421	HAND1_HUMAN
1044	CDX1_HUMAN
64901	Q546R4_HUMAN
64901	RBP17_HUMAN
7478	D6RF47_HUMAN
7478	WNT8A_HUMAN
57120	GOPC_HUMAN
10559	S35A1_HUMAN
4835	B3KPX6_HUMAN
4835	NQO2_HUMAN
4835	Q5TD07_HUMAN
9877	ZC11A_HUMAN
55633	TB22B_HUMAN
4337	MOCS1_HUMAN
6890	TAP1_HUMAN
55809	Q05GC8_HUMAN
55809	TREF1_HUMAN
28231	SO4A1_HUMAN
3012	H2A1B_HUMAN
3012	Q08AJ9_HUMAN
10246	NPT3_HUMAN
8348	H2B1O_HUMAN
26531	O11A1_HUMAN
28973	B0S7P4_HUMAN
28973	RT18B_HUMAN
54915	YTHD1_HUMAN
58496	LY65B_HUMAN
58496	N0E641_HUMAN
5460	D2IYK3_HUMAN
5460	F2Z381_HUMAN
5460	M1S623_HUMAN
5460	PO5F1_HUMAN
57819	LSM2_HUMAN
6257	Q5STP9_HUMAN
6257	RXRB_HUMAN
6631	Q5TAL4_HUMAN
6631	RU1C_HUMAN
6882	TAF11_HUMAN
7162	TPBG_HUMAN
9247	GCM2_HUMAN
6239	RREB1_HUMAN
60313	GPBL1_HUMAN
51696	HDC_HUMAN
285753	CE57L_HUMAN
285753	G5E992_HUMAN
83861	RSPH3_HUMAN
3834	KIF25_HUMAN
4899	NRF1_HUMAN
22976	PAXI1_HUMAN
60625	DHX35_HUMAN
26	AOC1_HUMAN
9690	UBE3C_HUMAN
57001	ACN9_HUMAN
51251	5NT3A_HUMAN
54468	MIO_HUMAN
8326	FZD9_HUMAN
84163	GTD2A_HUMAN
9732	DOCK4_HUMAN
64111	NPVF_HUMAN
60561	RINT1_HUMAN
6407	SEMG2_HUMAN
6717	B4DHQ6_HUMAN
6717	SORCN_HUMAN
58498	MLRA_HUMAN
90204	ZSWM1_HUMAN
1180	CLCN1_HUMAN
135941	O2A14_HUMAN
51631	LC7L2_HUMAN
23608	MKRN1_HUMAN
7472	WNT2_HUMAN
50833	T2R16_HUMAN
5360	B3KUE5_HUMAN
5360	PLTP_HUMAN
55798	MET2B_HUMAN
7697	A2RRP7_HUMAN
7697	C9JHF6_HUMAN
7697	ZN138_HUMAN
2171	E7DVW5_HUMAN
2171	FABP5_HUMAN
23516	S39AE_HUMAN
2765	GML_HUMAN
83650	S35G5_HUMAN
9694	EMC2_HUMAN
312	ANX13_HUMAN
6921	ELOC_HUMAN
285	ANGP2_HUMAN
79943	ZN696_HUMAN
114569	MAL2_HUMAN
5157	PGFRL_HUMAN
64798	DPTOR_HUMAN
25	ABL1_HUMAN
25	Q59FK4_HUMAN
6013	REL1_HUMAN
9380	GRHPR_HUMAN
881	CALI_HUMAN
881	Q8WWB2_HUMAN
881	Q8WX35_HUMAN
84720	PIGO_HUMAN
7295	H9ZYJ2_HUMAN
7295	THIO_HUMAN
55151	TM38B_HUMAN
7507	XPA_HUMAN
1975	E7EX17_HUMAN
1975	IF4B_HUMAN
26578	OSTF1_HUMAN
10422	UBAC1_HUMAN
84267	CI064_HUMAN
8721	EDF1_HUMAN
4851	NOTC1_HUMAN
81623	DB126_HUMAN
5524	PTPA_HUMAN
55833	B4DH66_HUMAN
55833	B4E0R5_HUMAN
55833	B7Z7P2_HUMAN
55833	Q5JV03_HUMAN
55833	Q9P0H6_HUMAN
55833	UBAP2_HUMAN
4957	B3KSD5_HUMAN
4957	B4DUU0_HUMAN
4957	B4DX03_HUMAN
4957	B4DX85_HUMAN
4957	ODFP2_HUMAN
58499	Q63HJ5_HUMAN
58499	ZN462_HUMAN
2395	FRDA_HUMAN
27433	TOR2A_HUMAN
27433	TOR2X_HUMAN
9128	PRP4_HUMAN
9128	Q5T1M7_HUMAN
6940	V9HWI2_HUMAN
6940	Z354A_HUMAN
4351	B4DW50_HUMAN
4351	F5GX71_HUMAN
4351	H3BPP3_HUMAN
4351	MPI_HUMAN
4351	Q8NHZ6_HUMAN
7266	DNJC7_HUMAN
54578	Q5DSZ8_HUMAN
54578	Q5DT01_HUMAN
54578	UD16_HUMAN
247	LX15B_HUMAN
23248	RPRD2_HUMAN
56265	CPXM1_HUMAN
79087	ALG12_HUMAN
3778	B7ZMF5_HUMAN
3778	D5MRH1_HUMAN
3778	KCMA1_HUMAN
3778	Q59FH2_HUMAN
3778	S4R453_HUMAN
29895	MLRS_HUMAN
60680	CELF5_HUMAN
5139	PDE3A_HUMAN
225689	MK15_HUMAN
23236	PLCB1_HUMAN
79919	B3KU29_HUMAN
79919	CB054_HUMAN
79740	B7ZMD2_HUMAN
79740	ZBBX_HUMAN
197259	MLKL_HUMAN
3603	IL16_HUMAN
3603	Q9UME6_HUMAN
79135	APOO_HUMAN
3635	SHIP1_HUMAN
26251	KCNG2_HUMAN
55344	PLCX1_HUMAN
10483	B4DJW8_HUMAN
10483	SC23B_HUMAN
85395	F207A_HUMAN
51236	F203A_HUMAN
51236	Q96BK8_HUMAN
26958	COPG2_HUMAN
26958	Q2NLA0_HUMAN
26958	Q9NSM7_HUMAN
200504	GKN2_HUMAN
340061	STING_HUMAN
415116	PIM3_HUMAN
53358	SHC3_HUMAN
4482	MSRA_HUMAN
2110	B4DEQ0_HUMAN
2110	ETFD_HUMAN
283316	C163B_HUMAN
55222	LRC20_HUMAN
51350	K22O_HUMAN
3645	INSRR_HUMAN
55584	ACHA9_HUMAN
5326	PLAL2_HUMAN
64925	CCD71_HUMAN
2720	BGAL_HUMAN
10421	CD2B2_HUMAN
8674	Q6IAZ3_HUMAN
8674	VAMP4_HUMAN
221078	NSUN6_HUMAN
10188	ACK1_HUMAN
10188	B3KXJ4_HUMAN
10188	C9J1X3_HUMAN
3034	HUTH_HUMAN
57396	CLK4_HUMAN
60495	HPSE2_HUMAN
60495	Q2M1H9_HUMAN
64359	NXN_HUMAN
53917	RAB24_HUMAN
10425	ARI2_HUMAN
10425	Q6IBL8_HUMAN
51282	H0UIA5_HUMAN
51282	Q9NZG6_HUMAN
51282	SCND1_HUMAN
155066	E9PAS2_HUMAN
155066	VA0E2_HUMAN
149998	LIPI_HUMAN
149998	Q5D1Q2_HUMAN
6447	7B2_HUMAN
51438	MAGC2_HUMAN
7076	B4DJK3_HUMAN
7076	Q6FGX5_HUMAN
7076	TIMP1_HUMAN
4534	MTM1_HUMAN
56157	TX13A_HUMAN
55906	ZC4H2_HUMAN
80231	CX021_HUMAN
57466	SFR15_HUMAN
8242	KDM5C_HUMAN
79576	NKAP_HUMAN
54413	NLGN3_HUMAN
54413	Q4G160_HUMAN
54413	X5D2P6_HUMAN
54413	X5D7L6_HUMAN
54413	X5DNV3_HUMAN
186	AGTR2_HUMAN
55217	TMLH_HUMAN
53336	CPXCR_HUMAN
54470	ARMX6_HUMAN
6901	A6XNE1_HUMAN
6901	TAZ_HUMAN
139728	KCC1B_HUMAN
163688	CALL6_HUMAN
6135	Q5VVD0_HUMAN
6135	RL11_HUMAN
58985	I22R1_HUMAN
4600	MX2_HUMAN
6006	E7EU00_HUMAN
6006	RHCE_HUMAN
25790	CCD19_HUMAN
6504	SLAF1_HUMAN
5538	PPT1_HUMAN
6707	SPRR3_HUMAN
63931	RT14_HUMAN
64123	ELTD1_HUMAN
4879	ANFB_HUMAN
79140	CC28B_HUMAN
51097	SCPDL_HUMAN
79693	YRDC_HUMAN
5394	EXOSX_HUMAN
5394	Q96G78_HUMAN
84251	B7Z691_HUMAN
84251	SGIP1_HUMAN
2633	GBP1_HUMAN
7832	BTG2_HUMAN
22926	A8K383_HUMAN
22926	ATF6A_HUMAN
22920	KIFA3_HUMAN
53347	UBS3A_HUMAN
481	A3KLL5_HUMAN
481	AT1B1_HUMAN
5087	A8K5V0_HUMAN
5087	H0YLB0_HUMAN
5087	PBX1_HUMAN
5087	Q53YC7_HUMAN
27185	C4P094_HUMAN
27185	C4P096_HUMAN
27185	C4P098_HUMAN
27185	C4P0A4_HUMAN
27185	C4P0A5_HUMAN
27185	C4P0C4_HUMAN
27185	C4P0C8_HUMAN
27185	C4P0D0_HUMAN
27185	C4P0D1_HUMAN
27185	C4P0D2_HUMAN
27185	C4P0D3_HUMAN
27185	DISC1_HUMAN
2134	EXTL1_HUMAN
55154	MSTO1_HUMAN
29956	CERS2_HUMAN
3964	LEG8_HUMAN
7307	Q7Z780_HUMAN
7307	U2AF1_HUMAN
2981	GUC2B_HUMAN
64175	P3H1_HUMAN
7389	DCUP_HUMAN
7818	RT29_HUMAN
391104	VHLL_HUMAN
11218	DDX20_HUMAN
11218	Q9H4N4_HUMAN
6708	SPTA1_HUMAN
6883	TAF12_HUMAN
4893	Q5U091_HUMAN
4893	RASN_HUMAN
3290	DHI1_HUMAN
3290	X5D2L1_HUMAN
148327	CR3L4_HUMAN
25912	CA043_HUMAN
25912	Q09GN0_HUMAN
25912	X6R6S3_HUMAN
80772	CPTP_HUMAN
80772	S4S694_HUMAN
29101	SSU72_HUMAN
10911	A0AVP6_HUMAN
10911	UTS2_HUMAN
6886	Q16509_HUMAN
6886	TAL1_HUMAN
23632	A8K3J4_HUMAN
23632	CAH14_HUMAN
2210	FCGRB_HUMAN
29899	GPSM2_HUMAN
54933	B3KUN4_HUMAN
54933	RHBL2_HUMAN
23753	SDF2L_HUMAN
388753	COA6_HUMAN
388753	X6R5Z6_HUMAN
11243	PMF1_HUMAN
353140	LCE2C_HUMAN
509	ATPG_HUMAN
509	Q8TAS0_HUMAN
84293	F213A_HUMAN
3416	IDE_HUMAN
10935	PRDX3_HUMAN
170392	OIT3_HUMAN
11130	ZWINT_HUMAN
1316	D3GC14_HUMAN
1316	KLF6_HUMAN
4330	MN1_HUMAN
29982	NRBF2_HUMAN
2805	AATC_HUMAN
51182	B0YIZ1_HUMAN
51182	HSP7E_HUMAN
51182	Q8TAQ0_HUMAN
6832	SUV3_HUMAN
142891	SAMD8_HUMAN
142891	V9HVY4_HUMAN
355	Q59FU8_HUMAN
355	TNR6_HUMAN
1488	CTBP2_HUMAN
142940	TRUB1_HUMAN
55717	Q659C9_HUMAN
55717	WDR11_HUMAN
162	AP1B1_HUMAN
78999	LRFN4_HUMAN
8898	MTMR2_HUMAN
83706	URP2_HUMAN
10235	GRP2_HUMAN
10992	SF3B2_HUMAN
10553	HTAI2_HUMAN
140606	SELM_HUMAN
253935	ANGL5_HUMAN
114769	CAR16_HUMAN
9183	A1A528_HUMAN
9183	ZW10_HUMAN
9159	PCSK7_HUMAN
10738	RFPL3_HUMAN
8882	ZPR1_HUMAN
7379	UPK2_HUMAN
79097	TRI48_HUMAN
26519	TIM10_HUMAN
6947	TCO1_HUMAN
3995	FADS3_HUMAN
8590	OR6A2_HUMAN
81532	MOB2_HUMAN
5897	RAG2_HUMAN
27315	A8MYS5_HUMAN
27315	B7Z2X5_HUMAN
27315	PGAP2_HUMAN
51400	PPME1_HUMAN
5031	P2RY6_HUMAN
8322	FZD4_HUMAN
79102	RNF26_HUMAN
8398	A8K460_HUMAN
8398	PLPL9_HUMAN
10102	E5KS95_HUMAN
10102	EFTS_HUMAN
64333	RHG09_HUMAN
55596	ZCHC8_HUMAN
9924	PAN2_HUMAN
79867	TECT2_HUMAN
8843	HCAR3_HUMAN
9416	B3KY11_HUMAN
9416	DDX23_HUMAN
121274	ZN641_HUMAN
27345	KCMB4_HUMAN
8086	AAAS_HUMAN
3229	HXC13_HUMAN
90070	LACRT_HUMAN
4938	OAS1_HUMAN
57228	SMAGP_HUMAN
9119	K2C75_HUMAN
6404	SELPL_HUMAN
1634	PGS2_HUMAN
1634	Q6FH10_HUMAN
3764	KCNJ8_HUMAN
50839	T2R10_HUMAN
10219	KLRG1_HUMAN
23112	TNR6B_HUMAN
5149	CNCG_HUMAN
79785	F5H686_HUMAN
79785	RERGL_HUMAN
55188	B7WPL0_HUMAN
55188	RIC8B_HUMAN
8078	UBP5_HUMAN
6540	S6A13_HUMAN
5893	F5GX32_HUMAN
5893	Q3MI84_HUMAN
5893	Q5DR82_HUMAN
5893	RAD52_HUMAN
35	ACADS_HUMAN
35	E5KSD5_HUMAN
8655	DYL1_HUMAN
8655	Q6FGH9_HUMAN
493861	EID3_HUMAN
51202	DDX47_HUMAN
26290	GALT8_HUMAN
84926	SPRY3_HUMAN
10063	COX17_HUMAN
51131	PHF11_HUMAN
3651	PDX1_HUMAN
9205	ZMYM5_HUMAN
23483	TGDS_HUMAN
84899	TMTC4_HUMAN
1282	CO4A1_HUMAN
26960	B3KXQ8_HUMAN
26960	NBEA_HUMAN
26960	Q5T321_HUMAN
122258	SPAC7_HUMAN
84189	SLIK6_HUMAN
113730	KLD7B_HUMAN
55333	SYJ2B_HUMAN
51218	GLRX5_HUMAN
78990	OTUB2_HUMAN
7709	Q53EM1_HUMAN
7709	ZBT17_HUMAN
5721	PSME2_HUMAN
5721	Q86SZ7_HUMAN
10379	IRF9_HUMAN
54930	HAUS4_HUMAN
85378	GCP6_HUMAN
84932	B4DUD4_HUMAN
84932	Q6NZ33_HUMAN
84932	RAB2B_HUMAN
122651	Q5GAN5_HUMAN
122651	RNS11_HUMAN
7011	TEP1_HUMAN
6710	Q59FP5_HUMAN
6710	Q86TX9_HUMAN
6710	SPTB1_HUMAN
51339	B7Z673_HUMAN
51339	DACT1_HUMAN
57161	PELI2_HUMAN
57161	Q9H716_HUMAN
4247	MGAT2_HUMAN
51004	B7Z357_HUMAN
51004	COQ6_HUMAN
2957	TF2AA_HUMAN
55096	EBLN2_HUMAN
7051	TGM1_HUMAN
54207	KCNKA_HUMAN
7453	SYWC_HUMAN
29766	TMOD3_HUMAN
80208	SPTCS_HUMAN
83640	RAM_HUMAN
54989	ZN770_HUMAN
115752	DI3L1_HUMAN
9133	CCNB2_HUMAN
51187	RLP24_HUMAN
55784	MCTP2_HUMAN
64410	KLH25_HUMAN
374659	MESH1_HUMAN
145942	TMC5A_HUMAN
26263	FBX22_HUMAN
3706	IP3KA_HUMAN
84936	ANCHR_HUMAN
3280	HES1_HUMAN
51283	B4DUT0_HUMAN
51283	BFAR_HUMAN
55238	S38A7_HUMAN
92922	C102A_HUMAN
54550	NECA2_HUMAN
112476	PRRT2_HUMAN
29800	ZDHC1_HUMAN
84752	B3GN9_HUMAN
7249	TSC2_HUMAN
7249	X5D7Q2_HUMAN
83986	ITFG3_HUMAN
30812	SOX8_HUMAN
1360	CBPB1_HUMAN
400506	KNOP1_HUMAN
10368	CCG3_HUMAN
7372	A8K5J1_HUMAN
7372	UMPS_HUMAN
4499	MT1M_HUMAN
10308	ZN267_HUMAN
56052	ALG1_HUMAN
1773	DNAS1_HUMAN
348158	ACS2B_HUMAN
55090	MED9_HUMAN
26151	NAT9_HUMAN
94015	B4DKD1_HUMAN
94015	Q8N3U8_HUMAN
94015	TTYH2_HUMAN
6603	J3KMX2_HUMAN
6603	SMRD2_HUMAN
23272	F208A_HUMAN
9955	HS3SA_HUMAN
4622	MYH4_HUMAN
23533	J3KSW1_HUMAN
23533	L7RT34_HUMAN
23533	PI3R5_HUMAN
54752	FNDC8_HUMAN
55181	SMG8_HUMAN
2670	A7REI1_HUMAN
2670	GFAP_HUMAN
84313	VPS25_HUMAN
2648	KAT2A_HUMAN
6356	CCL11_HUMAN
6356	Q6I9T4_HUMAN
6442	SGCA_HUMAN
6871	B3KU13_HUMAN
6871	TAD2A_HUMAN
3216	HXB6_HUMAN
2124	B7Z4A7_HUMAN
2124	EVI2B_HUMAN
2124	Q9BRW1_HUMAN
94005	PIGS_HUMAN
94005	Q8NBL9_HUMAN
94005	Q96IR5_HUMAN
147015	DHR13_HUMAN
83903	A0PJ70_HUMAN
83903	HASP_HUMAN
284111	B7Z4P2_HUMAN
